도서번호	등록번호	작가명(저자)	도서명	출판사
3457	EM04473	韓國文學 대표선집 싱그러운 계절	"김소월,김영랑,윤동주,권응목,김경자,김동욱,김성구,김순기,김영대,박영춘,박철민,서해식,안석열,이귀란,이정신,이형숙,정경미,정수영,조규옥,최덕임,곽하랑,구홍덕,김광훈,김귀자,김보현,김샬롬,김선옥,김영중,김제순,김진환,나비송,박정선,박종국,손순용,손영규,심경미,심재황,심현준,안은하,용화식,이경숙,이상칠,이오연,이태범,이헌석,이홍우,이지수,장영생,장영희,정현태,정형복,조경민,최인경,최탄영 ,[국제문학사] 편집부 역음[실은 엮음]"	국제문학(국제문학사)
3458	EM04474	(슈퍼리치들에게 배우는) 돈 공부	신진상 지음	미디어숲 :다빈치하우스
3459	EM04475	시에 감정을 입히고 심리학이 답하다	최정화 지음	지식과감성#
3460	EM04476	해어화	정철호	지식과감성#
3461	EM04477	모두의 투자	전승원 지음	지식과감성#
3462	EM04478	퇴사기념 칵테일	"버추얼 베리,삽화가(그림작가) : 청달,삽화가(그림작가) : 동동,삽화가(그림작가) : 캔병,"	메이킹북스
3463	EM04479	혼자 놀이	서정도 지음	메이킹북스
3464	EM04480	나는 바보니까	김철의	지식과감성#
3465	EM04481	디지털 신세계 메타버스를 선점하라	"자오궈둥,이환환,쉬위엔중 지음 ,정주은 옮김"	미디어숲 :다빈치하우스
3466	EM04482	한눈에 보이는 디저트	"멜라니 마르탱 지음 ,송아리 옮김"	BnCworld(비앤씨월드)
3467	EM04483	상상하고 만들고 해결하고	"김승,강지훈,유정윤,한양대사회혁신센터 지음"	미디어숲 :다빈치하우스
3468	EM04484	친구가 될 수 있어	김규리	지식과감성#
3469	EM04485	입학 준비 30일만에 끝내기	"이동태 , 황인형"	키움
3470	EM04486	(머리부터 발끝까지) 인체의 비밀	"스티브 파커 , 이미정"	대교출판
3471	EM04487	미래를 향한 동행	연합뉴스 [편]	연합뉴스
3472	EM04488	(IT 비전공자를 위한) 파이썬 업무 자동화(RPA)	비현코 저	Digital Books(디지털북스)
3473	EM04489	도서관이란 무엇인가?	이제환	태일사
3474	EM04490	테라폼으로 시작하는 IaC	"김민수,김재준,이규석,이유종 지음"	한빛미디어
3475	EM04491	파이썬·알고리즘·객체지향·코딩의 기술	장무경	로드북
3476	EM04492	(다르마키르티의) 인식론평석	권서용 지음	그린비(그린비출판사)
3477	EM04493	애니미즘과 현대 세계	유기쁨 지음	눌민
3478	EM04494	AI시대의 경영전략	"조동성,문휘창 공저"	서울경제경영(서울경제경영출판사)
3479	EM04495	갈등과 공존의 인도·태평양	"편 황재호 , 서정건,송화섭,신범식,이상국,이수형,이재현,조원득,조한범,최윤정,황재호"	명인문화사
3480	EM04496	경쟁과 경쟁제한성의 이해	정재훈	박영사
3481	EM04497	공감의 힘	양옥경 지음	나남
3482	EM04498	공정과 경쟁의 장	정해관	박영사
3483	EM04499	교실에서 교사가 개발하는 통합교육과정으로 수업과 평가 엮기	"수san M. Drake,Joanne L. Reid,Wendy Kolohon 공저 ,정광순,조상연,김세영 공역"	학지사
3484	EM04500	금융 IT와 디지털 대전환	황명수 지음	光文閣
3485	EM04501	금융기관 부실 개선제도 연구	"박상현 ,편찬: 홍진기법률연구재단"	경인문화사
3486	EM04502	누구나 R 데이터 분석	이윤환 지음	한빛아카데미
3487	EM04503	몸 테크닉	"마르셀 모스 지음 ,박정호 옮김"	파이돈
3488	EM04504	"미디어, 종교로 상상하다"	박진규 지음	Culture Look(컬처룩)
3489	EM04505	아나키즘	"Robert Paul Wolff ,역자: 김동일"	경상국립대학교출판부
3490	EM04506	이민정책론	김규찬	(도서출판)공동체
3491	EM04507	인격과 세계관	"L.S.비고츠키 ,역자: 비고츠키연구회"	살림터
3492	EM04508	인공지능과 알고리듬 사회	"이재현,"	커뮤니케이션북스(주)
3493	EM04509	청소년문화	"김민,조혜영,이영란"	창지사
3494	EM04510	코칭학	조성진	창명
3495	EM04511	평화학	정주진 지음	철수와영희
3496	EM04512	한국사회 불평등과 빈곤 현실	이성균	박영story :피와이메이트
3497	EM04513	(예비교사와 현직교사를 위한) 수학과 교수·학습의 이론과 실제	"전영주,임해미,김희정,김선희,노지화,서보억,손홍찬,신보미,이경언,이봉주,한인기 지음"	경문사
3498	EM04514	글로벌 음식문화	"정난희,김수경,전은례 공저"	전남대학교출판문화원
3499	EM04515	동북아 불교철학과 마음의 공간 구축론	임기택	Spacetime(시공문화사)
3500	EM04516	메타버스로 확장하는 메타스쿨	"김문석,김경규,김은숙,박주연,서미나,조래정 지음"	교문사
3501	EM04517	자폐증 회복	"Sonya Doherty,ND , 남용현"	한미의학
3502	EM04518	음악학 핵심 개념·96	"데이비드 비어드,케네스 글로스 ,옮긴이: 음악미학연구회"	태림스코어
3503	EM04519	중국무협 블록버스터 영상美 그리고 음악	"최명숙,고옥 공저"	신아사
3504	EM04520	한국도자제작기술사	방병선 지음	아카넷
3505	EM04521	문학지리학개론	"증대흥 지음 ,정우락,서주영,전설련,부량 옮김"	경북대학교출판부
3506	EM04522	바진의 수상록	"바진 ,역자: 이희경"	전남대학교출판문화원
3507	EM04523	북한문학비평사	김성수	역락
3508	EM04524	수용과 창화	김경동 지음	성균관대학교 출판부
3509	EM04525	"600년 문명의 통로, 연행로를 걷다"	이승수 지음	한양대학교 출판부
3510	EM04526	공감에도 연습이 필요합니다	권수영 지음	샘터(샘터사)
3511	EM04527	"기다렸어, 이런 음악 수업"	조현영 지음	다른
3512	EM04528	삶이 허기질 때 나는 교양을 읽는다	지식 브런치 지음	서스테인
3513	EM04529	언론 쫌 아는 10대	"정민지 글 ,이혜원 그림"	풀빛
3514	EM04530	우리가 바꿀 수 있어요	"디 니콜스 지음 ,김정한 옮김 , 디아나 다가디타,사도,올리비아 트위스트,몰리멘도자,디에도 베카스"	놀이터
3515	EM04531	창조적 사고의 놀라운 역사	"슈테판 클라인 지음 ,유영미 옮김"	어크로스(어크로스출판그룹)
3516	EM04532	감정의 철학 수업	"겐카 도루 지음 ,박은주 옮김"	필름(필름 출판사)
3517	EM04533	공부의 감각	"허병민 기획·엮음 ,박은선 옮김"	마인더브
3518	EM04534	들숨에x긍정 날숨에x용기	지나영 지음	자음과모음
3519	EM04535	세 살 네 살 넛지 육아	"알바로 빌바오 ,옮긴이: 남진희"	천문장
3520	EM04536	(어른이 되어 다시 만나는) 철학	김대근 지음	믹스커피
3521	EM04537	(한번 배우면 평생 가는) 어린이 자존감	"거센 카우프만,레브 라파엘 지음 ,오수원 옮김"	현대지성
3522	EM04538	이웃집 식물상담소	신혜우 지음	브라이트 :다산북스
3523	EM04539	차별 없는 말 사전	"아웃박스 글 ,소복이 그림"	Project P. :가나문화콘텐츠
3524	EM04540	100교시 그림책 수업	김영숙 지음	열매하나
3525	EM04541	10대가 가짜 과학에 빠지지 않는 20가지 방법	"마크 짐머 글 ,이경아 옮김"	오유아이 :초록개구리
3526	EM04542	AI 시대 맞춤 수학 공부법	조향숙 지음	경향BP(경향비피)
3527	EM04543	가르칠 수 없는 것을 가르치기	이병곤 지음	서해문집
3528	EM04544	가족 공부	최광현 지음	EBS Books :한국교육방송공사
3529	EM04545	공부하는 일	"김선기,강연실,남수빈,조무원,김아미,전현우"	민음사
3530	EM04546	꿈을 찾는 10대를 위한 진로수업	정형권 지음	BM성안당
3531	EM04547	미래 교육	최우성 지음	BM성안당
3532	EM04548	(미래를 살아갈 어린이들이 꼭 알아야 할) 민주주의와 선거	"천윤정 글 ,박선하 그림"	팜파스
3533	EM04549	별별 교사들	"이윤승,김헌용,선영,애리,유랑,조원배,함께 걷는 바람,진냥,김은지"	교육공동체 벗
3534	EM04550	부모의 말	김종원	상상아카데미
3535	EM04551	뾰족한 마음	위근우	시대의창
3536	EM04552	"선생님, 평화통일이 뭐예요?"	"김병연,배성호 , 이재임"	철수와영희
3537	EM04553	식량위기 대한민국	남재작 지음	Whale Books(웨일북)
3538	EM04554	악마는 꼴찌부터 잡아먹는다	박진서 지음	혜다
3539	EM04555	"우리 교육, 거장에게 묻다"	"표혜빈,박영주,이성호,김지영,금상현 지음"	살림터
3540	EM04556	울고 있는 아이에게 말을 걸면	변진경 지음	아를
3541	EM04557	유치원 아이들의 학급자치 이야기	"박은미,조윤재,허경아,권세나,심재경"	에듀니티
3542	EM04558	과학 추리반 아이들	"윤자영 글 ,이갑규 그림"	한국경제신문 :한경BP
3543	EM04559	"기후 위기 시대, 어린이를 위한 기후 난민 이야기"	"박선희 글 ,박선하 그림"	팜파스
3544	EM04560	꽃들도 뽀뽀를 할까?	"세바스티앵 페레즈 글 ,안로르 파로 그림 ,이세진 옮김"	M창비(미디어창비)
3545	EM04561	냄새 박물관	"강진용 글 ,김선진 그림"	미래i아이 :미래M&B
3546	EM04562	식량이 문제야!	이지유 지음	위즈덤하우스
3547	EM04563	모기가 우리한테 해 준 게 뭔데?	"프라우케 피셔,힐케 오버한스베르크 지음 ,추미란 옮김"	북트리거 :지학사
3548	EM04564	새가 된다는 건	"팀 버케드 , 캐서린 레이너 , 노승영"	원더박스
3549	EM04565	양적 추론	"에릭 재슬로 ,옮긴이: 김혜영,최병문"	청아출판사
3550	EM04566	코끼리가 비행기에서 뛰어내리면 어떻게 될까?	"신규진 지음 ,치달 그림"	우리교육
3551	EM04567	학교 숲 생태놀이	양경말 지음	황소걸음
3552	EM04568	"4~7세, 수면을 잘해야 아이가 알아서 공부합니다"	한진규 지음	Angle Books(앵글북스)
3553	EM04569	궁금해요! 위생학	"미야자키 미사코 감수 ,박햇님 옮김"	블루무스어린이
3554	EM04570	놓치는 아이 심리 다독이는 부모 마음	김영아 지음	쌤앤파커스
3555	EM04571	미래가 온다 미래 식량	"김성화,권수진 글 ,박정섭 그림"	와이즈만 Books
3556	EM04572	부모 마음 상담소	이영민 지음	공명
3557	EM04573	사회적 자립과 자기통제를 키우는 ABA 교육법	"이노우에 마사히코 지음 ,최정인 옮김 ,전선진 그림"	마음책방
3558	EM04574	(세상에서 가장 쉬운) 본질육아	지나영 지음	21세기북스(북이십일 21세기북스)
3559	EM04575	약의 인문학	"여인석,김성수,김영수,박윤재,신규환,이병훈,이현숙 지음"	역사공간
3560	EM04576	어린이집 대신 완벽한 엄마품 놀이터	원초롱 지음	체인지업(체인지업북스)
3561	EM04577	주말엔 여섯 평 농막으로 갑니다	장한별	Sideways(사이드웨이)
3562	EM04578	(지구를 살리는) 패션 토크 쇼	"우설리,고수진 글 ,안혜란 그림"	썬더키즈 :썬더버드
3563	EM04579	(초등학생이 좋아하는) 동화책 200	이시내 지음	북하우스 :북하우스 퍼블리셔스
3564	EM04580	TV 세트 디자인의 세계	정종훈	작가교실
3565	EM04581	니 얼굴	글과  정은혜	보리
3566	EM04582	비법	글·그린이: 전민걸	한림출판사
3567	EM04583	시네 아프리카	이은별 지음	한울 :한울엠플러스
3568	EM04584	어른이 먼저 읽는 어린이 클래식	나성인	Pung Wol Dang(풍월당)
3569	EM04585	어른이 먼저 읽는 어린이 클래식 QR BOOK	나성인	Pung Wol Dang(풍월당)
3570	EM04586	영어미술로 만나는 STEAM 30+	박자은 지음	사이언스주니어
3571	EM04587	할머니체조대회	이제경	문화온도 씨도씨
3572	EM04588	화가가 사랑한 나무들	"앵거스 하일랜드,켄드라 윌슨 지음 ,김정연,주은정 옮김"	오후의 서재 :와이즈맵
3573	EM04589	(골라 쓰는 재미가 있는) 저학년 일기 사전	"박은정 글 ,시은경 그림"	개암나무
3574	EM04590	그런 말은 전혀 괜찮지 않습니다	장슬기 지음	아를
3575	EM04591	(농부가 살려 쓰는) 아름다운 우리말 417	"김장순 지음 ,김영호 엮음"	작은숲(작은숲출판사)
3576	EM04592	뉴스 작성의 기초	심훈	파워북
3577	EM04593	(사춘기를 위한) 문해력 수업	권희린 지음	생각학교
3578	EM04594	4월 그믐날 밤	"방정환 글 ,허구 그림 ,장정희 해설"	길벗어린이
3579	EM04595	개똥이	"전자윤 글 ,김기린 그림"	우주나무
3580	EM04596	그 오월의 딸기	"윤미경 글 ,김동성 그림"	다림
3581	EM04597	끼리코	한연진	향
3582	EM04598	나는 까마귀	미우	노란상상
3583	EM04599	나의 꼬마 선생님	심우도	심우도서
3584	EM04600	나의 열여섯 살을 지켜준 책들	곽한영 지음	해냄(해냄출판사)
3585	EM04601	너의 이름은 해리	"이사람 글 ,서영주 그림"	푸른사상(푸른사상사)
3586	EM04602	누가 뭐라든 당신 꽃을 피워 봐요	재발견생활	훨훨나비
3587	EM04603	단독 취재! 어흥 회장의 비밀	"백연화,삽화가(그림작가) : 허아성,"	(주)크레용하우스
3588	EM04604	돌봄과 작업	"정서경,서유미,홍한별,임소연,장하원,전유진,박재연,엄지혜,이설아,김희진,서수연"	돌고래
3589	EM04605	리보와 앤	"어윤정 글 ,해마 그림"	문학동네
3590	EM04606	백점 백곰	"김유 ,그린이: 최미란"	책읽는곰
3591	EM04607	새빨간 질투	"조시온 글 ,이소영 그림"	노란상상
3592	EM04608	속상해	이혜리	보림출판사
3593	EM04609	수박 행성	"상자 글 ,이수현 그림"	꼬마이실 :이론과실천
3594	EM04610	수평선 먼 섬으로 나비가 팔랑팔랑	"전병호 동시조 ,김혜원 그림"	도토리숲
3595	EM04611	신비한 문방구	"이규희 지음 ,박현주 그림"	마루비
3596	EM04612	아기 거북	"표영민 ,그린이: 윤나라"	걸음동무
3597	EM04613	"아빠, 냉이꽃 예쁘지요"	"김옥애 글 ,윤지경 그림"	좋은꿈
3598	EM04614	엄마 사랑	"신영란 , 미소노"	맑은물 :에이치제이스마트에듀
3599	EM04615	여덟 살입니다	"시: 장세정 , 김순영"	현북스
3600	EM04616	우산 없이 비올라	"허혜란 , 명랑"	샘터(샘터사)
3601	EM04617	우주통신 까막별호	"안오일 글 ,김지형 그림"	책내음 :중앙출판사
3602	EM04618	초원의 법칙	"박종진 글 ,오승민 그림"	천개의바람
3603	EM04619	폭탄을 안은 엄마	"이근정 글 ,강은옥 그림"	다림
3604	EM04620	풀종다리의 노래	"배익천 지음 ,한병호 그림"	키큰도토리
3605	EM04621	홍길동이 나타났다	"박혜선 글 ,김명길 그림"	온서재
3606	EM04622	100가지 동물로 읽는 세계사	"사이먼 반즈 지음 ,오수원 옮김"	현대지성
3607	EM04623	세계사를 담은 도자기 이야기	강창훈 지음	웃는돌고래 :이후
3608	EM04624	(어린이를 위한) 역사의 쓸모	"최태성 , 신진호"	다산어린이 :다산북스
3609	EM04625	초상화로 읽는 세계사	김인철	양문
3610	EM04626	친절한 한국사	심용환 지음	사계절(사계절출판사)
3611	EM04627	할아버지의 양손	"윤중식 , 윤대경"	맥스교육 :상수리
3612	EM04628	세계사를 바꾼 선교이야기	이수환 지음	드림북
3613	EM04629	디어 마이 라이카	김연미	토마토출판사
3614	EM04630	쿵! 안개초등학교	"보린 , 센개"	창비
3615	EM04631	팥빙수의 전설	이지은	웅진주니어 :웅진씽크빅
3616	EM04632	내일의 으뜸	김빵	뿔미디어
3617	EM04633	마흔에 읽는 쇼펜하우어	강용수 지음	유노북스 :유노콘텐츠그룹
3618	EM04634	하루 15분 초등 책 읽기의 기적	"수전 짐머만,크리스 허친스 지음 ,서현정 옮김"	더블북 :더블북코리아
3619	EM04635	그림책의 책	제님 지음	헤르츠나인
